State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
California,2014,12,1,54.3,0.57,-4.2
Oregon,2014,12,1,43.4,2.01,-1.91
Washington,2014,12,2,44.1,2.66,-0.88
Montana,2014,12,1,39.9,1.94,1.35
Idaho,2014,12,3,40.7,1.84,-0.26
North Dakota,2014,12,1,39.3,1.1,4.73
Nevada,2014,12,2,46.1,1.05,-2.61
Arizona,2014,12,2,57,0.29,-2.37
Utah,2014,12,5,45.3,1.56,-1.11
South Dakota,2014,12,1,42.3,1.86,5.47
Wyoming,2014,12,2,38.4,2.5,0.66
Minnesota,2014,12,2,41.9,1.6,2.33
Colorado,2014,12,3,42,2.36,0.23
New Mexico,2014,12,1,51.7,0.46,-2.67
Texas,2014,12,9,64.9,3.2,-3.16
Oklahoma,2014,12,1,58.3,4.82,0.25
Kansas,2014,12,4,52.1,4.8,4.15
Nebraska,2014,12,1,46.1,2.74,4.69
Iowa,2014,12,2,47,3.6,4.21
Missouri,2014,12,5,53.4,5.23,3.44
Arkansas,2014,12,3,59.6,5.21,0.52
Louisiana,2014,12,10,65.5,4.55,-0.07
Mississippi,2014,12,10,62.9,3.53,-0.29
Tennessee,2014,12,3,57.2,4.33,-2.02
Kentucky,2014,12,3,55.8,4.84,-1.41
Illinois,2014,12,9,51.4,6.16,4.22
Wisconsin,2014,12,2,43,3.08,0.75
Michigan,2014,12,1,43.1,3.94,3.17
Indiana,2014,12,6,51.5,5.74,2.09
Ohio,2014,12,1,51.1,3.87,-0.43
Pennsylvania,2014,12,2,49.1,3.25,-1.56
New York,2014,12,1,45.8,2.51,-0.94
Maine,2014,12,1,41.9,3.97,1.89
New Hampshire,2014,12,1,44.4,3.5,1.52
Vermont,2014,12,1,43.3,2.54,0.49
Massachusetts,2014,12,2,48.3,4.16,0.39
Connecticut,2014,12,1,49.3,3.95,-1.53
Rhode Island,2014,12,1,49.4,5.55,0.21
New Jersey,2014,12,2,52.5,4.4,-1.33
Delaware,2014,12,1,55,5.29,-1.19
Maryland,2014,12,2,54.8,4.69,-1.16
West Virginia,2014,12,2,52.3,3.98,-1
Virginia,2014,12,5,55.4,3.12,-2.09
North Carolina,2014,12,2,58.7,2.51,-2.53
South Carolina,2014,12,4,61.7,3.4,-0.71
Georgia,2014,12,10,61.8,6.73,1.33
Alabama,2014,12,9,61.4,4.45,0.68
Florida,2014,12,5,69.6,3.72,-2.03
California,2015,1,6,66.7,1.24,-3.51
Oregon,2015,1,1,53.2,2.65,-1.2
Washington,2015,1,9,52.3,3.12,0.29
Montana,2015,1,3,50.5,1.34,-0.47
Idaho,2015,1,10,50.8,2.03,-0.35
North Dakota,2015,1,5,51.7,1.75,4.4
Nevada,2015,1,10,60.6,0.61,-3.27
Arizona,2015,1,5,70.8,0.74,-2.44
Utah,2015,1,10,58.7,1.23,-1.17
South Dakota,2015,1,5,55.9,1.27,3.73
Wyoming,2015,1,6,50,1.26,-0.62
Minnesota,2015,1,8,53.4,1.74,0.49
Colorado,2015,1,10,54.5,1.94,-0.2
New Mexico,2015,1,7,63.6,0.91,-3.05
Texas,2015,1,10,73.6,2.3,-3.92
Oklahoma,2015,1,10,66,4.98,0.76
Kansas,2015,1,10,63,2.74,3.15
Nebraska,2015,1,6,59.1,2.18,3.41
Iowa,2015,1,8,59.8,3.64,3.54
Missouri,2015,1,10,63.8,5.86,3.53
Arkansas,2015,1,10,67.5,11.03,2.97
Louisiana,2015,1,10,74.3,4.7,-0.34
Mississippi,2015,1,10,71.8,8.69,1.91
Tennessee,2015,1,10,66.4,8.36,1.3
Kentucky,2015,1,7,64.8,6.61,0.52
Illinois,2015,1,4,62.8,5.65,4.34
Wisconsin,2015,1,5,55.1,2.88,0.37
Michigan,2015,1,2,53.7,2.95,2.68
Indiana,2015,1,6,62,5.67,2.4
Ohio,2015,1,7,61.1,3.68,-0.56
Pennsylvania,2015,1,9,58.3,5.02,-0.5
New York,2015,1,3,55.1,4.64,-0.08
Maine,2015,1,3,51.1,4.07,2.06
New Hampshire,2015,1,1,53.3,4.7,1.86
Vermont,2015,1,3,52.5,5.4,1.59
Massachusetts,2015,1,4,57,3.83,0.16
Connecticut,2015,1,2,57.8,3.91,-1.47
Rhode Island,2015,1,4,57.8,3.44,-0.15
New Jersey,2015,1,6,61.3,4.43,-0.87
Delaware,2015,1,3,63.8,5.01,-0.2
Maryland,2015,1,5,63.4,5.93,0.57
West Virginia,2015,1,10,61.2,7.07,1.2
Virginia,2015,1,10,64.1,6.13,0.14
North Carolina,2015,1,8,67.5,5.86,-0.65
South Carolina,2015,1,9,70.9,5.68,0.9
Georgia,2015,1,7,71.3,6.39,2.12
Alabama,2015,1,9,71.2,8.51,2.07
Florida,2015,1,3,76.6,8.91,1.98
California,2015,2,7,67.5,0.6,-3.27
Oregon,2015,2,1,58.4,2.19,-0.22
Washington,2015,2,5,59.9,0.96,-0.7
Montana,2015,2,2,56.6,2.15,-0.82
Idaho,2015,2,10,56.3,3.51,1.41
North Dakota,2015,2,4,60.7,2.97,4.28
Nevada,2015,2,6,62.4,1.84,-1.68
Arizona,2015,2,7,73,0.34,-2.58
Utah,2015,2,6,62,1.74,0.27
South Dakota,2015,2,4,63.2,3.49,4.16
Wyoming,2015,2,8,55.4,3.22,1.1
Minnesota,2015,2,5,62.3,3.35,-0.36
Colorado,2015,2,8,59.8,2.64,1.12
New Mexico,2015,2,5,69,1.48,-2.8
Texas,2015,2,10,81.7,1.87,-4.73
Oklahoma,2015,2,10,79.1,2.49,-0.49
Kansas,2015,2,10,74.4,4.71,3.5
Nebraska,2015,2,6,66.8,5.52,4.64
Iowa,2015,2,2,68.9,5.29,3.64
Missouri,2015,2,6,74.6,5.77,3.51
Arkansas,2015,2,10,78.8,2.61,1.49
Louisiana,2015,2,9,81.6,1.47,-1.77
Mississippi,2015,2,10,80.2,1.55,-0.4
Tennessee,2015,2,8,75.6,3.66,0.88
Kentucky,2015,2,2,73.9,5.69,1.43
Illinois,2015,2,2,72.7,5.12,4.28
Wisconsin,2015,2,1,63.6,3.29,-0.61
Michigan,2015,2,1,62.5,3.53,2.69
Indiana,2015,2,3,71.6,4.69,2.39
Ohio,2015,2,1,69,4.01,-0.26
Pennsylvania,2015,2,9,65,4.91,0.75
New York,2015,2,10,62.1,5.03,1.34
Maine,2015,2,4,58.7,6.7,4
New Hampshire,2015,2,4,60.2,6.24,3.53
Vermont,2015,2,10,60.3,4.91,2.32
Massachusetts,2015,2,6,62.8,5.6,1.56
Connecticut,2015,2,10,64,6.94,1.19
Rhode Island,2015,2,9,63.5,4.54,0.74
New Jersey,2015,2,6,67.6,6.79,1.48
Delaware,2015,2,5,70.9,5.6,1.61
Maryland,2015,2,2,71,5.43,1.62
West Virginia,2015,2,10,68.4,4.4,1.17
Virginia,2015,2,7,71.7,5.2,1.41
North Carolina,2015,2,6,75.1,4.42,-0.43
South Carolina,2015,2,6,79.1,4.04,0.62
Georgia,2015,2,4,79.8,2.81,0.38
Alabama,2015,2,6,79.4,2.71,0.49
Florida,2015,2,2,81.9,6.03,1.15
California,2015,3,3,77.6,0.05,-3.27
Oregon,2015,3,1,68,0.17,0.19
Washington,2015,3,2,67.5,0.66,-1.14
Montana,2015,3,1,64.6,2.03,-0.41
Idaho,2015,3,4,65.8,0.71,1.77
North Dakota,2015,3,1,64.6,2.29,4.49
Nevada,2015,3,2,74.1,0.4,-2.34
Arizona,2015,3,3,82.8,1.09,-3.11
Utah,2015,3,4,73.2,0.49,-0.38
South Dakota,2015,3,2,67.9,3.45,5.25
Wyoming,2015,3,4,63.6,1.45,1.68
Minnesota,2015,3,4,64.1,2.76,-0.84
Colorado,2015,3,4,66.9,2.31,1.63
New Mexico,2015,3,2,74.8,2.67,-2.33
Texas,2015,3,7,84.1,3.09,-4.51
Oklahoma,2015,3,9,80.8,3.88,0.42
Kansas,2015,3,10,75.6,3.99,3.81
Nebraska,2015,3,3,70.2,3.07,4.95
Iowa,2015,3,1,68,4.62,3.98
Missouri,2015,3,4,72.8,4.46,3.77
Arkansas,2015,3,8,77.8,7.55,3.21
Louisiana,2015,3,5,82.6,6.69,-1.34
Mississippi,2015,3,10,79.4,6.98,0.62
Tennessee,2015,3,3,73.7,6.96,2.09
Kentucky,2015,3,1,71.8,6.66,2.49
Illinois,2015,3,3,70.3,4.59,4.52
Wisconsin,2015,3,2,63.7,2.17,-1.01
Michigan,2015,3,1,63.5,2.3,2.33
Indiana,2015,3,1,69.2,4.43,2.7
Ohio,2015,3,1,68.5,4.05,0.43
Pennsylvania,2015,3,4,66.8,4.97,1.33
New York,2015,3,4,65.2,5.51,2.91
Maine,2015,3,2,63,6.71,5.29
New Hampshire,2015,3,1,64,7.66,5.01
Vermont,2015,3,3,64,7.06,3.95
Massachusetts,2015,3,3,67.6,8.58,4.12
Connecticut,2015,3,4,68.7,8.82,3.02
Rhode Island,2015,3,1,69.1,10.32,4.03
New Jersey,2015,3,3,72,5,1.7
Delaware,2015,3,1,74.5,2.56,0.51
Maryland,2015,3,1,73.5,3.07,0.88
West Virginia,2015,3,3,67.8,5.25,1.58
Virginia,2015,3,3,71.9,4.07,1.35
North Carolina,2015,3,3,75.2,4.16,-1.02
South Carolina,2015,3,4,78.9,4.25,0.12
Georgia,2015,3,4,78.5,3.62,-1.22
Alabama,2015,3,9,78.1,5.59,0.47
Florida,2015,3,2,81.7,6.65,0.34
California,2015,4,2,74.8,0.12,-3.28
Oregon,2015,4,1,65.3,0.76,0.17
Washington,2015,4,1,65.4,0.86,-1.63
Montana,2015,4,1,63.4,1.86,0.72
Idaho,2015,4,2,63.8,1.45,2.22
North Dakota,2015,4,1,64.5,1.93,4.43
Nevada,2015,4,2,70.3,0.35,-2.76
Arizona,2015,4,2,79.7,0.66,-4.05
Utah,2015,4,3,69.7,0.39,-1.72
South Dakota,2015,4,1,67.4,2.87,6.05
Wyoming,2015,4,2,61.8,1.18,2.05
Minnesota,2015,4,5,64.2,3.88,-0.28
Colorado,2015,4,3,64.8,1.18,0.5
New Mexico,2015,4,1,72.2,1.26,-3.36
Texas,2015,4,4,83.3,1.62,-4.7
Oklahoma,2015,4,5,78.9,3.79,0.91
Kansas,2015,4,3,74.4,3.83,4.16
Nebraska,2015,4,4,69.4,3.67,5.78
Iowa,2015,4,1,68.3,5.75,4.7
Missouri,2015,4,3,72.6,4.77,4.19
Arkansas,2015,4,1,76.6,3.55,3.36
Louisiana,2015,4,3,81.2,3.65,-1.85
Mississippi,2015,4,3,78.7,3.69,0.49
Tennessee,2015,4,1,74.9,3.34,2.04
Kentucky,2015,4,1,73.6,3.12,2.22
Illinois,2015,4,4,70.9,4.72,4.95
Wisconsin,2015,4,1,64.9,4.79,0.45
Michigan,2015,4,1,65.4,4.62,3.11
Indiana,2015,4,1,70.7,3.76,2.85
Ohio,2015,4,1,71,3.07,0.31
Pennsylvania,2015,4,2,70.1,4.98,1.85
New York,2015,4,3,67.9,5.05,3.52
Maine,2015,4,1,66.1,3.98,4.96
New Hampshire,2015,4,1,67,5.17,5.22
Vermont,2015,4,3,66.2,4.54,3.87
Massachusetts,2015,4,3,71,4.72,4.15
Connecticut,2015,4,3,71.7,3.76,2.7
Rhode Island,2015,4,1,72.6,3.07,3.31
New Jersey,2015,4,1,74.9,7.39,2.52
Delaware,2015,4,1,77.2,8.23,1.95
Maryland,2015,4,1,76.2,5.96,1.63
West Virginia,2015,4,2,71.3,4.04,1.32
Virginia,2015,4,3,75.2,4.19,1.19
North Carolina,2015,4,1,77.4,5.04,-1.23
South Carolina,2015,4,2,80,3.65,-0.82
Georgia,2015,4,2,78.8,5.65,-0.52
Alabama,2015,4,1,78,5.49,1.33
Florida,2015,4,1,82.1,6.46,-0.46
California,2015,5,1,73,0.09,-3.43
Oregon,2015,5,1,61.5,0.51,-0.87
Washington,2015,5,1,59.9,1.65,-1.75
Montana,2015,5,1,60.7,0.55,-0.87
Idaho,2015,5,1,60.1,0.35,0.39
North Dakota,2015,5,1,63.3,1.78,4.01
Nevada,2015,5,1,66.7,0.14,-3.15
Arizona,2015,5,1,74.1,0.69,-4.16
Utah,2015,5,2,64.3,0.75,-1.91
South Dakota,2015,5,1,63,1.3,5.51
Wyoming,2015,5,1,57.5,0.63,0.56
Minnesota,2015,5,1,62.6,1.38,-1.84
Colorado,2015,5,2,57.6,1.46,0.59
New Mexico,2015,5,1,63.9,1.75,-2.95
Texas,2015,5,2,74.1,4.2,-3.02
Oklahoma,2015,5,1,70.1,4.6,1.34
Kansas,2015,5,1,65.3,3.4,4.26
Nebraska,2015,5,1,61.8,1.52,5.25
Iowa,2015,5,1,63.3,1.73,3.45
Missouri,2015,5,1,66.6,3.76,4.09
Arkansas,2015,5,1,71.3,8.64,4.78
Louisiana,2015,5,1,77.4,6.11,-0.53
Mississippi,2015,5,1,75.8,7.86,2.32
Tennessee,2015,5,1,70.6,7.13,3.29
Kentucky,2015,5,1,69,5.49,2.96
Illinois,2015,5,1,65.9,2.28,4.17
Wisconsin,2015,5,1,61.4,1.15,-1.17
Michigan,2015,5,1,60.9,1.81,0.73
Indiana,2015,5,1,65.5,2.87,2.63
Ohio,2015,5,1,64.6,2.67,-0.18
Pennsylvania,2015,5,1,61.4,2.78,1.36
New York,2015,5,1,58.4,2.49,2.51
Maine,2015,5,1,54.9,1.75,2.96
New Hampshire,2015,5,1,56,1.63,3.47
Vermont,2015,5,1,55.8,2.42,2.69
Massachusetts,2015,5,2,59.8,2.11,2.92
Connecticut,2015,5,1,61,1.98,1.24
Rhode Island,2015,5,1,61.7,2.21,2.23
New Jersey,2015,5,1,64.7,3.99,2.51
Delaware,2015,5,1,66.9,5.18,2.49
Maryland,2015,5,1,66.5,3.72,1.63
West Virginia,2015,5,1,64.3,3.26,1.37
Virginia,2015,5,2,66.6,3.72,1.25
North Carolina,2015,5,1,69.6,4.39,-0.97
South Carolina,2015,5,1,73.8,2.91,-1.58
Georgia,2015,5,1,74.5,5.95,0.82
Alabama,2015,5,1,75,7.57,2.58
Florida,2015,5,1,80.5,5.88,-0.96
California,2015,6,1,58.1,2.07,-1.78
Oregon,2015,6,1,45.1,2.96,-0.18
Washington,2015,6,1,44.2,5.57,0.19
Montana,2015,6,1,36.4,2.17,1.17
Idaho,2015,6,1,39.5,2.47,1.79
North Dakota,2015,6,1,38,2.72,5.36
Nevada,2015,6,1,47.9,0.78,-2.47
Arizona,2015,6,1,59.4,0.15,-4.3
Utah,2015,6,1,45.7,0.79,-1.85
South Dakota,2015,6,1,39.5,3.94,7.55
Wyoming,2015,6,1,35.1,2.02,2.53
Minnesota,2015,6,1,39.9,5.06,1.85
Colorado,2015,6,1,40.8,2.1,1.94
New Mexico,2015,6,1,52.5,1.17,-2.38
Texas,2015,6,1,64.2,5.55,0.16
Oklahoma,2015,6,1,54.8,6.96,2.87
Kansas,2015,6,1,48.8,3.81,5.06
Nebraska,2015,6,1,42.3,3.74,6.8
Iowa,2015,6,1,44.9,6.35,5.67
Missouri,2015,6,1,50.9,9.87,6.47
Arkansas,2015,6,1,57,14.13,7.82
Louisiana,2015,6,1,66.7,13.04,3.05
Mississippi,2015,6,1,62.6,9.89,4.38
Tennessee,2015,6,1,56.3,6.81,4.71
Kentucky,2015,6,1,53.8,6.38,4.67
Illinois,2015,6,1,50.1,8.49,6.52
Wisconsin,2015,6,1,42.2,5.36,1.57
Michigan,2015,6,1,44.6,5.25,3.16
Indiana,2015,6,1,50.5,6.69,4.29
Ohio,2015,6,1,50,4.16,1.13
Pennsylvania,2015,6,1,48.6,4.77,2.46
New York,2015,6,1,45.9,4.42,3.4
Maine,2015,6,1,41.3,5.53,4.3
New Hampshire,2015,6,1,43.4,5.99,4.8
Vermont,2015,6,1,42.9,5.09,3.69
Massachusetts,2015,6,1,48.5,5.98,4.08
Connecticut,2015,6,1,49.5,6.08,2.58
Rhode Island,2015,6,1,50.7,6.77,3.75
New Jersey,2015,6,1,53.4,5.67,3.43
Delaware,2015,6,1,56.6,6.64,3.78
Maryland,2015,6,1,55.4,5.75,2.57
West Virginia,2015,6,1,51.3,3.67,1.75
Virginia,2015,6,1,55.3,3.12,1.18
North Carolina,2015,6,1,58.9,2.93,-1
South Carolina,2015,6,1,62.2,4.79,-0.24
Georgia,2015,6,1,64.1,5.75,1.91
Alabama,2015,6,1,62.9,7.18,4
Florida,2015,6,1,75.3,2.22,-1.55
California,2015,7,1,50.9,0.99,-2.99
Oregon,2015,7,1,38.2,3.7,-0.54
Washington,2015,7,1,38,7.93,1.22
Montana,2015,7,1,35.2,0.56,-0.54
Idaho,2015,7,1,33,1.33,0.45
North Dakota,2015,7,1,36.4,0.07,3.54
Nevada,2015,7,1,40.7,0.18,-3.21
Arizona,2015,7,1,52.9,0.15,-4.56
Utah,2015,7,1,39,0.4,-2.4
South Dakota,2015,7,1,40,0.11,5.96
Wyoming,2015,7,1,33.9,0.34,0.98
Minnesota,2015,7,1,37.8,0.75,1.07
Colorado,2015,7,1,37.8,0.61,0.55
New Mexico,2015,7,1,45.2,0.4,-2.74
Texas,2015,7,1,57.3,1.26,-0.03
Oklahoma,2015,7,1,53.6,0.73,1.82
Kansas,2015,7,1,47.6,1.08,4.63
Nebraska,2015,7,1,42.2,0.28,5.68
Iowa,2015,7,1,43.4,1.19,4.83
Missouri,2015,7,1,49.8,2.27,5.74
Arkansas,2015,7,1,54.1,1.7,5.75
Louisiana,2015,7,1,58.3,1.71,1.41
Mississippi,2015,7,1,54.7,2,2.53
Tennessee,2015,7,1,50.5,2.02,2.99
Kentucky,2015,7,1,49.2,1.07,2.94
Illinois,2015,7,1,47.2,2.48,6.07
Wisconsin,2015,7,1,40.1,0.85,-0.02
Michigan,2015,7,1,41,1.09,1.42
Indiana,2015,7,1,46.3,1.46,3.29
Ohio,2015,7,1,46.1,0.98,-0.53
Pennsylvania,2015,7,1,44.9,1.61,0.26
New York,2015,7,1,41.8,2.06,1.3
Maine,2015,7,1,38.5,4.77,3.98
New Hampshire,2015,7,1,40,4.1,3.91
Vermont,2015,7,1,39.4,4.03,3.1
Massachusetts,2015,7,1,45.3,3.25,2.78
Connecticut,2015,7,1,46,2.74,0.99
Rhode Island,2015,7,1,47.8,3.59,2.71
New Jersey,2015,7,1,49.2,2.19,1.85
Delaware,2015,7,1,50.6,4.53,3.94
Maryland,2015,7,1,49.6,4.47,2.96
West Virginia,2015,7,1,46.9,1.72,0.15
Virginia,2015,7,1,49.5,6.68,2.51
North Carolina,2015,7,1,52.7,6.89,1.31
South Carolina,2015,7,1,55.5,4.63,1.08
Georgia,2015,7,1,55.6,3.94,2.28
Alabama,2015,7,1,53.4,4.39,3.9
Florida,2015,7,1,66,2.24,-1.65
California,2015,8,1,41.8,3.15,-2.99
Oregon,2015,8,1,28.5,3.34,-1.31
Washington,2015,8,1,26.6,3.39,-1.12
Montana,2015,8,1,12,1.05,-0.62
Idaho,2015,8,1,19.8,1.84,-0.99
North Dakota,2015,8,1,7.4,1.1,4.74
Nevada,2015,8,1,26,1.21,-2.58
Arizona,2015,8,1,39,1.21,-3.9
Utah,2015,8,1,21.6,1.56,-1.81
South Dakota,2015,8,1,13.5,1.15,6.8
Wyoming,2015,8,1,14.5,0.82,0.7
Minnesota,2015,8,1,12,1.62,2.21
Colorado,2015,8,2,20.4,1.3,1
New Mexico,2015,8,1,31.6,0.96,-1.77
Texas,2015,8,1,43.1,2.22,1.16
Oklahoma,2015,8,1,34.6,1.39,2.13
Kansas,2015,8,1,26.5,0.98,4.57
Nebraska,2015,8,1,18.6,1.14,6.19
Iowa,2015,8,1,19.8,2.54,5.47
Missouri,2015,8,1,30.6,2.97,5.65
Arkansas,2015,8,1,38.1,6.98,6.63
Louisiana,2015,8,1,48.1,10.53,3.54
Mississippi,2015,8,1,44.3,8.89,3.89
Tennessee,2015,8,1,37.9,5.88,3.36
Kentucky,2015,8,1,35.6,4.18,3.06
Illinois,2015,8,1,29.1,3.98,6.33
Wisconsin,2015,8,1,18.3,2.29,1.59
Michigan,2015,8,1,23.6,2.34,1.92
Indiana,2015,8,1,30.4,3.1,3.46
Ohio,2015,8,1,30.6,3.04,0.3
Pennsylvania,2015,8,1,28.9,4.39,1.68
New York,2015,8,1,25.2,3.64,1.57
Maine,2015,8,1,21.9,4.31,3.85
New Hampshire,2015,8,1,23.2,4.44,4.02
Vermont,2015,8,1,21.9,3.86,3.15
Massachusetts,2015,8,1,29,4.87,3.24
Connecticut,2015,8,1,30.1,5.49,1.93
Rhode Island,2015,8,1,32.1,6.03,3.43
New Jersey,2015,8,1,34.4,7.71,3.78
Delaware,2015,8,1,37.1,7.71,5.23
Maryland,2015,8,1,35.4,6.92,4.21
West Virginia,2015,8,1,32.3,4.77,1.67
Virginia,2015,8,1,35.7,7.15,4.07
North Carolina,2015,8,1,40.7,7.09,2.64
South Carolina,2015,8,1,44.9,8.05,2.74
Georgia,2015,8,1,46.2,9.08,3.81
Alabama,2015,8,1,44.8,10.64,5.15
Florida,2015,8,1,60.4,5.71,1
California,2015,9,1,45.2,6.48,-1.14
Oregon,2015,9,1,36.9,4.52,-1.53
Washington,2015,9,1,36.3,6.24,-1.05
Montana,2015,9,1,20.6,1.08,-0.74
Idaho,2015,9,1,28.2,2.54,-1.24
North Dakota,2015,9,1,9.7,0.79,4.87
Nevada,2015,9,1,32.9,1.45,-1.66
Arizona,2015,9,1,42.2,3.41,-0.15
Utah,2015,9,1,27,1.58,-1.05
South Dakota,2015,9,1,14.8,0.61,6.66
Wyoming,2015,9,1,22.2,0.59,-0.11
Minnesota,2015,9,1,8.9,0.89,2.34
Colorado,2015,9,2,26.1,0.88,0.77
New Mexico,2015,9,0,33.6,1.44,0.33
Texas,2015,9,1,44.4,2.37,2.3
Oklahoma,2015,9,1,35.2,1.86,2.57
Kansas,2015,9,1,27.2,0.48,4.34
Nebraska,2015,9,1,22.1,0.37,5.85
Iowa,2015,9,1,13.6,1.3,5.26
Missouri,2015,9,1,25.5,2.12,5.26
Arkansas,2015,9,1,36.5,3.92,6.01
Louisiana,2015,9,1,45.6,3.5,2.29
Mississippi,2015,9,1,40.6,5.14,3.51
Tennessee,2015,9,1,32.8,5.3,3.24
Kentucky,2015,9,1,29.8,3.52,2.42
Illinois,2015,9,1,21.5,1.44,5.36
Wisconsin,2015,9,1,15.1,0.89,1.22
Michigan,2015,9,1,21.3,0.95,0.47
Indiana,2015,9,1,23.9,1.52,2.34
Ohio,2015,9,1,25,1.76,-0.43
Pennsylvania,2015,9,1,25.7,3.08,1.69
New York,2015,9,1,21.8,2.41,0.88
Maine,2015,9,1,20.3,3.07,3.28
New Hampshire,2015,9,1,21.1,2.78,3.08
Vermont,2015,9,1,20.1,2.51,2.32
Massachusetts,2015,9,1,25.9,3.35,2.58
Connecticut,2015,9,1,27,2.94,1.09
Rhode Island,2015,9,1,28.4,3.3,2.62
New Jersey,2015,9,1,31.2,2.64,2.76
Delaware,2015,9,1,33.3,2.85,4.26
Maryland,2015,9,1,32.2,2.76,3.37
West Virginia,2015,9,1,27.7,3.58,1.64
Virginia,2015,9,1,32.7,4.18,4.17
North Carolina,2015,9,1,36.6,5,2.91
South Carolina,2015,9,1,40.7,4.92,2.99
Georgia,2015,9,1,41.8,6.05,4.13
Alabama,2015,9,1,40,6.21,5.04
Florida,2015,9,1,52.5,4.23,1.59
California,2015,10,1,46.8,3.65,-0.76
Oregon,2015,10,1,37.6,2.59,-2.03
Washington,2015,10,2,38.5,3.38,-1.58
Montana,2015,10,1,21.1,0.5,-1.15
Idaho,2015,10,1,28.9,1.06,-1.91
North Dakota,2015,10,1,9.3,0.56,4.82
Nevada,2015,10,1,35.9,1.03,-1.51
Arizona,2015,10,1,44.3,1.44,0.95
Utah,2015,10,1,29.9,1.11,-0.91
South Dakota,2015,10,0,14.6,0.6,6.53
Wyoming,2015,10,1,21.5,0.58,-0.84
Minnesota,2015,10,1,12.8,0.58,2.22
Colorado,2015,10,2,24.6,1.21,1.16
New Mexico,2015,10,1,35.1,1.18,1.67
Texas,2015,10,3,44,2.59,2.98
Oklahoma,2015,10,1,35.7,1.92,2.68
Kansas,2015,10,1,29.9,0.86,4.3
Nebraska,2015,10,1,23,0.73,5.82
Iowa,2015,10,1,17.3,0.96,4.86
Missouri,2015,10,1,28.4,1.73,4.62
Arkansas,2015,10,1,36.5,3.32,5.1
Louisiana,2015,10,1,44.8,5.44,2.68
Mississippi,2015,10,1,40.7,4.31,2.83
Tennessee,2015,10,1,33.7,3.12,1.96
Kentucky,2015,10,1,30.6,2.25,1.18
Illinois,2015,10,1,25.7,1.53,4.58
Wisconsin,2015,10,1,20,0.57,0.36
Michigan,2015,10,1,23.1,1.04,-0.4
Indiana,2015,10,1,25.7,1.48,1.35
Ohio,2015,10,1,25.7,2.05,-0.45
Pennsylvania,2015,10,1,25.8,2.66,1.56
New York,2015,10,0,24.1,2.72,0.89
Maine,2015,10,1,24.6,2.67,2.72
New Hampshire,2015,10,1,25.3,4.1,3.63
Vermont,2015,10,1,23.5,3.1,2.6
Massachusetts,2015,10,1,29.3,4.45,3.13
Connecticut,2015,10,1,29.8,4.51,2.05
Rhode Island,2015,10,1,31.3,4.77,3.2
New Jersey,2015,10,1,31.1,4.62,3.57
Delaware,2015,10,1,31.4,3.86,4.47
Maryland,2015,10,1,30.8,3.42,3.54
West Virginia,2015,10,1,27.2,3.35,1.65
Virginia,2015,10,1,31.9,2.96,3.8
North Carolina,2015,10,1,36.9,3.77,2.71
South Carolina,2015,10,1,41.2,3.34,2.54
Georgia,2015,10,2,42.1,3.57,3.31
Alabama,2015,10,1,40.6,4.22,4.12
Florida,2015,10,1,52.6,3.7,1.82
California,2015,11,1,46.9,1.27,-4.8
Oregon,2015,11,1,34.2,2.95,-2.65
Washington,2015,11,1,30.1,6.23,-1.2
Montana,2015,11,1,21.1,1.34,0.86
Idaho,2015,11,1,25,2.72,-1.59
North Dakota,2015,11,1,5,0.63,3.36
Nevada,2015,11,1,34.4,0.87,-3.52
Arizona,2015,11,3,45.2,0.52,-0.68
Utah,2015,11,2,29.5,1.12,-1.16
South Dakota,2015,11,1,16.7,0.4,4.29
Wyoming,2015,11,1,23.4,1.34,-0.07
Minnesota,2015,11,1,2.2,0.6,2.29
Colorado,2015,11,1,28.3,0.98,-0.3
New Mexico,2015,11,1,37.8,0.2,-1.08
Texas,2015,11,1,47.9,0.4,-3.32
Oklahoma,2015,11,1,37.5,0.66,-0.35
Kansas,2015,11,1,31.4,0.08,3.6
Nebraska,2015,11,1,25.5,0.44,4.8
Iowa,2015,11,1,13.2,0.68,4.48
Missouri,2015,11,2,27.7,0.89,3.32
Arkansas,2015,11,1,38.4,2.74,1.61
Louisiana,2015,11,1,50.5,2.47,-1.01
Mississippi,2015,11,1,45.1,3.69,1.04
Tennessee,2015,11,1,35.3,4.61,-0.64
Kentucky,2015,11,1,30.2,4.59,-0.78
Illinois,2015,11,2,20.6,1.01,3.25
Wisconsin,2015,11,1,6.1,0.63,-1.12
Michigan,2015,11,1,12.6,1.32,1.88
Indiana,2015,11,1,21.4,1.63,1.29
Ohio,2015,11,1,20.8,2.47,0.4
Pennsylvania,2015,11,1,20.5,2.68,0.87
New York,2015,11,1,15,2.53,2.82
Maine,2015,11,1,7.9,2.57,3.93
New Hampshire,2015,11,1,12.3,3.04,4.61
Vermont,2015,11,1,10.9,2.77,4.04
Massachusetts,2015,11,1,19.8,3.8,3.61
Connecticut,2015,11,1,21,3,2.31
Rhode Island,2015,11,1,23.4,3.81,2.34
New Jersey,2015,11,1,26.9,2.93,0.7
Delaware,2015,11,1,30.7,2.36,-0.85
Maryland,2015,11,1,29.3,2.49,-0.15
West Virginia,2015,11,1,27.2,4.49,1.42
Virginia,2015,11,2,32.6,2.92,-1.42
